id,alter,genre,categories,released,eigenschaften,original_price,recommendations
2265030,,,,"25 Mar, 2024",,,
2265330,,,,"23 Oct, 2023",,,
2265390,,,,"30 Dec, 2022",,,
2265430,,,,"29 Dec, 2022",,,
2265470,,,,"8 May, 2023",,,
2265480,,,,"4 Jan, 2023",,,
2265780,,,,"1 Feb, 2023",,,
2266140,,,,"26 Jan, 2023",,,
2266490,,,,"2 Jan, 2023",,,
2266650,,,,"21 Apr, 2024",,,
2266760,,,,"4 Jan, 2023",,,
2266940,,Animation & Modeling; Design & Illustration; Photo Editing; Video Production; Early Access,,"25 Jan, 2023",,,
2267390,,,,"29 Sep, 2024",,,
2267750,,,,"3 Jan, 2023",,,
2267950,,,,"11 Jan, 2023",,,
2268360,,,,"11 Jan, 2023",,,
2268670,,,,"13 Jan, 2023",,,
2268710,,,,"21 Dec, 2023",,,
2268940,,,,"5 Jan, 2023",,,
2269040,,,,"8 Jan, 2023",,,
2269050,,,,"20 May, 2024",,,
2269560,,,,"13 Jan, 2023",,,
2269890,,,,"27 Feb, 2023",,,
2270090,,,VR Only,"17 Jan, 2023",,,
2271400,,,,"13 Jan, 2023",,,
2271850,,,,"21 Feb, 2024",,,
2271950,,Animation & Modeling; Design & Illustration; Education; Photo Editing; Utilities; Video Production,,"23 May, 2023",,4399.0,
2272470,,,,"6 Feb, 2023",,,
2273100,,,,"2 Feb, 2023",,,
2273160,,Indie; Free To Play; Utilities,,Coming soon,,,
2273250,,,,"29 Nov, 2023",,,
2273670,,,,"23 Jan, 2023",,,
2273790,,,,"23 Jan, 2023",,,
2273960,,,,"11 Feb, 2023",,,
2273990,,,,"1 Feb, 2023",,,
2274280,,,,"9 Jan, 2024",,,
2274360,,,,"9 Jan, 2023",,,
2274540,,,,"28 Jul, 2025",,,
2275030,,,,"20 Dec, 2023",,,
2275040,,,,"31 Jan, 2023",,,
2275090,,,,"13 Jan, 2023",,,
2275890,,,,"29 Mar, 2024",,,
2276370,,,,"10 Jan, 2023",,,
2276650,,,,"23 Jan, 2023",,,
2276860,,,,"11 Jul, 2023",,,
2276900,,,,"20 Jan, 2023",,,
2277040,,,,"24 Jan, 2023",,,
2277080,,,,"1 Mar, 2024",,,
2277130,,,,"14 Jun, 2023",,,
2277260,,,,"15 Feb, 2023",,,
2277330,,,,,,,
2277360,,,,"22 Jan, 2023",,,
2277660,,,,"10 Feb, 2023",,,
2277710,,,,"25 May, 2025",,,
2277760,,,,"25 Jan, 2023",,,
2278520,,Free To Play,,"24 Jan, 2024",,,
2278580,,,,"15 Jan, 2023",,,
2279110,,,,"16 Jan, 2023",,,
2279200,,,,"13 Jan, 2023",,,
2280080,,,VR Supported,"20 Jan, 2023",,,
2280400,,,,"27 Nov, 2023",,,
2280550,,,,"4 Jul, 2024",,,
2280600,,,,"26 Jan, 2023",,,
2280690,,,,"20 Jan, 2023",,,
2281090,,,,"15 Mar, 2023",,,
2281330,,,,"7 Jan, 2024",,,
2281830,,,,"18 Jan, 2023",,,
2281990,,,,"19 Jan, 2023",,,
2282450,,,,"8 Feb, 2023",,,
2283560,,,,"12 Sep, 2023",,,
2283610,,,,"26 Jan, 2023",,,
2284020,,,,"27 Jan, 2023",,,
2284040,,,,"19 Jan, 2023",,,
2284720,,,,"15 Feb, 2023",,,
2284950,,Utilities,,"4 Mar, 2023",,99.0,
2285080,,,,"27 Apr, 2023",,,
2285870,,,,"5 Jun, 2025",,,
2286640,,,,"19 Jan, 2023",,,
2287250,,,,"27 Feb, 2023",,,
2287610,,,,"23 Feb, 2023",,,
2288500,,,,"15 Oct, 2024",,,
2288850,,,,"1 Feb, 2023",,,
2288970,,,,"1 Mar, 2023",,,
2289340,,,,"21 Jan, 2023",,,
2289500,,Simulation; Education,VR Supported,"12 Mar, 2023",,589.0,
2289690,,,,"20 Jan, 2023",,,
2290120,,,,"26 Jan, 2023",,,
2290570,,,,"21 Jan, 2023",,,
2290660,,,,"20 Jan, 2023",,,
2290900,,,,"4 Aug, 2023",,,
2290940,,,,"2 May, 2023",,,
2291080,,,,"27 Jan, 2023",,,
2291200,,,,"30 Jan, 2023",,,
2291540,,,,"26 Jan, 2023",,,
2292120,,,,"7 Feb, 2023",,,
2292170,,,,"28 Jan, 2023",,,
2292500,,,,"24 Jul, 2023",,,
2292930,,,,"26 Jan, 2023",,,
2293120,,,,"25 Jan, 2023",,,
2293350,,Utilities; Video Production; Game Development,Steam Achievements,"17 Feb, 2023",,,
2293630,,,,"25 Jan, 2023",,,
2293910,,,,"13 Feb, 2023",,,
2293950,,,,"30 Aug, 2023",,,
2294040,,,,"9 Oct, 2024",,,
2294190,,,,"20 Feb, 2023",,,
2295240,,,,"25 Jan, 2023",,,
2295430,,Action; Adventure; Indie,Single-player; Full controller support; Family Sharing,2025,,,
2295480,,,,"3 Feb, 2023",,,
2295540,,,,"18 Feb, 2023",,,
2295600,,,,"6 May, 2025",,,
2295940,,RPG; Design & Illustration; Utilities,Steam Achievements; Steam Workshop; In-App Purchases; Steam Cloud; Steam Turn Notifications,Coming soon,,,
2296360,,Indie; Utilities,,"19 Jul, 2023",,949.0,
2296520,,,,"21 Apr, 2023",,,
2298040,,,,"6 Apr, 2024",,,
2298380,,,,"16 Mar, 2023",,,
2299590,,,,"3 Feb, 2023",,,
2299640,,,,"14 Oct, 2024",,,
2299770,,,,"4 Feb, 2023",,,
2300420,,,,"4 Oct, 2023",,,
2300430,,,,"30 Jan, 2023",,,
2300550,,,,"30 Jan, 2023",,,
2300560,,,,"30 Jan, 2023",,,
2301550,,,,"15 Mar, 2023",,,
2301760,,,,"18 Oct, 2023",,,
2302070,,,,"26 Nov, 2024",,,
2302280,,,,"11 Aug, 2023",,,
2302460,,,,"16 Jan, 2024",,,
2302590,,,,"28 Mar, 2023",,,
2302780,,,,"16 Jun, 2023",,,
2302920,,,,"28 Feb, 2023",,,
2302940,,Free To Play; Animation & Modeling; Game Development; Early Access,In-App Purchases; Partial Controller Support,"27 Apr, 2023",,,
2303070,,,,"27 Sep, 2023",,,
2303170,,,,"23 Mar, 2023",,,
2303640,,,,"9 Feb, 2023",,,
2304690,,,,"18 Feb, 2023",,,
2304830,,,,"24 Feb, 2023",,,
2304920,,,,"15 Feb, 2023",,,
2305170,,,,"2 Feb, 2023",,,
2306220,,,,"2 Feb, 2023",,,
2306860,,,,"7 Feb, 2023",,,
2306930,,Photo Editing,,"15 Feb, 2023",,,
2307210,,Design & Illustration,VR Only,"9 Mar, 2023",,589.0,
2307460,,,,"2 Feb, 2023",,,
2307490,,,,"21 Feb, 2023",,,
2307650,,,,"3 Feb, 2023",,,
2307860,,,,"1 Sep, 2023",,,
2307880,,,,"2 Feb, 2023",,,
2308170,,,,"7 Feb, 2023",,,
2308880,,,,"13 Feb, 2023",,,
2309370,,,,"8 Mar, 2023",,,
2310090,,,,"18 Feb, 2023",,,
2310250,,,,"6 Feb, 2023",,,
2310280,,,VR Only,"6 Feb, 2023",,,
2310510,,,,"17 Feb, 2023",,,
2311240,,Design & Illustration; Education; Utilities,,Coming soon,,,
2311580,,,,"4 May, 2023",,,
2311690,,,,"7 Feb, 2023",,,
2311750,,,,"28 Feb, 2023",,,
2312100,,,,"13 Feb, 2023",,,
2312260,,,,"7 Feb, 2023",,,
2312570,,,,"4 May, 2023",,,
2313090,,,,"10 Feb, 2023",,,
2313190,,,,"20 Mar, 2023",,,
2313730,,,,"8 Feb, 2023",,,
2313860,,,,"12 Feb, 2024",,,
2314120,,,,"14 Apr, 2023",,,
2314520,,,,"17 Feb, 2023",,,
2314730,,Indie; Utilities; Video Production,,"2 Mar, 2023",,499.0,
2314740,,,,"29 Mar, 2023",,,
2314880,,Education,VR Only,"18 May, 2023",,999.0,
2315070,,,,"9 Feb, 2023",,,
2315280,,,,"25 Jan, 2024",,,
2315340,,,,"31 May, 2023",,,
2315480,,Audio Production; Utilities,,"20 Nov, 2024",,199.0,
2315750,,,,"22 Feb, 2023",,,
2316350,,,,"17 Feb, 2023",,,
2316780,,,,"10 Feb, 2023",,,
2316980,,,,"14 Feb, 2023",,,
2316990,,,,"6 May, 2023",,,
2317020,,,,"14 Feb, 2023",,,
2317150,,Free To Play; Utilities; Early Access,,Coming soon,,,
2318560,,,,"2 Mar, 2023",,,
2318840,,,,"28 Feb, 2023",,,
2319200,,,,"1 Mar, 2023",,,
2319510,,,,"31 Aug, 2023",,,
2319570,,,,"27 Mar, 2023",,,
2319670,,,,"17 Feb, 2023",,,
2319710,,,,"31 May, 2023",,,
2319970,,,,"7 Dec, 2023",,,
2320000,,,,"21 Jan, 2024",,,
2320330,,,,"27 Feb, 2023",,,
2320600,,,,"15 Feb, 2023",,,
2320700,,,,"22 Feb, 2023",,,
2320790,,,,"24 Feb, 2023",,,
2320950,,,,"17 Feb, 2023",,,
2321370,,,,"19 Feb, 2023",,,
2321660,,,,"1 Feb, 2024",,,
2322290,,,,"18 May, 2023",,,
2322610,,,,"17 Feb, 2023",,,
2323010,,,,"1 Nov, 2024",,,
2323020,,,,"21 Feb, 2023",,,
2323880,,,,"6 Nov, 2023",,,
2324690,,,,"1 Apr, 2023",,,
2325100,,,,"30 Mar, 2023",,,
2325320,,,,"31 Mar, 2023",,,
2325400,,,,"26 Feb, 2025",,,
2325980,,,,"6 Jan, 2024",,,
2326280,,,,"2 Jul, 2024",,,
2326320,,,,"17 Jan, 2025",,,
2326970,,Indie; Utilities,VR Only,"17 May, 2023",,299.0,
2328060,,,,"21 Feb, 2023",,,
2328300,,,,"22 Feb, 2023",,,
2328350,,,,"28 Mar, 2023",,,
2328440,,,,"21 Feb, 2023",,,
2328820,,,,"5 Apr, 2023",,,
2328930,,Video Production,,"16 Mar, 2023",,,
2329040,,,,"30 Mar, 2023",,,
2329590,,Video Production,,"28 Sep, 2023",,,
2329830,,,,"22 Nov, 2024",,,
2330540,,,,"22 Feb, 2023",,,
2330730,,Animation & Modeling; Design & Illustration; Photo Editing; Video Production; Early Access,,"16 Mar, 2023",,,
2330900,,,,"23 Feb, 2023",,,
2331190,,,,"13 Dec, 2023",,,
2331500,,,,"13 Apr, 2023",,,
2332160,,Simulation; Animation & Modeling; Design & Illustration; Utilities; Game Development,,"24 Oct, 2024",,2450.0,
2332200,,Casual; Education,,"25 Mar, 2023",,,
2332220,,Free To Play; Video Production,,"17 Apr, 2023",,,
2332380,,,,"25 Feb, 2023",,,
2332580,,,,"23 Mar, 2023",,,
2332650,,,,"19 Aug, 2025",,,
2332890,,,,"25 Feb, 2023",,,
2332940,,,Family Sharing,"21 Apr, 2023",,,
2333010,,,,"30 Sep, 2024",,,
2333030,,Indie; Animation & Modeling; Design & Illustration; Utilities; Web Publishing; Early Access,Steam Workshop; Includes level editor,"21 Jul, 2023",,199.0,110.0
2333310,,,,"28 Feb, 2023",,,
2333490,,,,"23 Mar, 2023",,,
2333810,,,,"2 Dec, 2024",,,
2334460,,,,"18 Apr, 2023",,,
2335020,,,,"6 Apr, 2023",,,
2335630,,,,"25 Jul, 2025",,,
2336530,,,,"27 Feb, 2023",,,
2336950,,,,"3 Mar, 2023",,,
2337260,,,,"28 Apr, 2025",,,
2337350,,,,"28 Feb, 2023",,,
2337480,,,,"23 Mar, 2023",,,
2337750,,,,"19 Apr, 2023",,,
2338060,,,,"14 Nov, 2024",,,
2338290,,,,"10 Mar, 2023",,,
2338420,,,,"16 Feb, 2025",,,
2338900,,,,"2 Mar, 2023",,,
2338980,,,,"6 Nov, 2024",,,
2339100,,,,"19 Mar, 2023",,,
2339390,,,,"5 Mar, 2023",,,
2339430,,,,"8 Mar, 2023",,,
2341010,,,,"12 Apr, 2023",,,
2341250,,,,"13 Mar, 2023",,,
2341690,,,,"10 May, 2023",,,
2341830,,,,"26 Apr, 2023",,,
2341950,,,,"14 Mar, 2023",,,
2342490,,,VR Only,"28 Apr, 2023",,,
2342640,,,,"10 Mar, 2023",,,
2343540,,,,"27 Dec, 2023",,,
2343860,,Simulation; Animation & Modeling; Design & Illustration; Education; Utilities,,"23 Mar, 2023",,1479.0,
2344100,,,,"20 Apr, 2023",,,
2344480,,,,"19 Apr, 2024",,,
2344700,,,,"7 Mar, 2023",,,
2344900,,,,"8 Mar, 2024",,,
2345390,,,,"13 Mar, 2023",,,
2345760,,,,"14 Mar, 2023",,,
2345900,,,,"22 Mar, 2023",,,
2346040,,,,"7 Mar, 2023",,,
2346210,,,,"26 Apr, 2023",,,
2346250,,,,"9 May, 2023",,,
2346770,,,,"22 Jun, 2023",,,
2347100,,,,"7 Mar, 2023",,,
2347370,,,,"13 Mar, 2023",,,
2347480,,,,"14 Aug, 2023",,,
2347570,,,,"14 Mar, 2023",,,
2347920,,,,"9 Mar, 2023",,,
2349750,,,,"8 Mar, 2023",,,
2349780,,,,"6 Nov, 2023",,,
2350360,,,,"26 May, 2024",,,
2351250,,,,"10 Mar, 2023",,,
2352560,,,,"25 Apr, 2024",,,
2352690,,,,"14 May, 2024",,,
2352760,,,,"27 Apr, 2024",,,
2353240,,,,"22 Sep, 2024",,,
2354150,,,,"16 Mar, 2023",,,
2354290,,,,"5 Oct, 2023",,,
2354320,,,,"30 Nov, 2023",,,
2354490,,,,"22 May, 2024",,,
2354690,,,,"30 May, 2023",,,
2354860,,,,"1 May, 2023",,,
2355240,,,,"15 Mar, 2023",,,
2355280,,Design & Illustration,,"11 Apr, 2023",,589.0,
2355600,,,,"14 Mar, 2023",,,
2355730,,,,"17 Mar, 2023",,,
2355820,,,,"22 Mar, 2023",,,
2355970,,,,"4 Jan, 2024",,,
2356200,,,,"12 Jan, 2024",,,
2356210,,,,"17 Jul, 2024",,,
2356610,,,,"12 Jul, 2024",,,
2356840,,,,"23 Mar, 2023",,,
2357120,,,,"15 Mar, 2023",,,
2357180,,,,"15 Mar, 2023",,,
2357600,,,,"23 Mar, 2023",,,
2357680,,,,"14 Mar, 2023",,,
2357870,,,,"20 Jun, 2023",,,
2358930,,,,"13 May, 2024",,,
2359000,,,,"27 Mar, 2023",,,
2360400,,,,"27 Mar, 2023",,,
2362870,,,,"27 Apr, 2023",,,
2363050,,,,"18 Mar, 2023",,,
2363250,,,,"29 Mar, 2023",,,
2363710,,,,"21 Dec, 2023",,,
2363880,,,,"12 Apr, 2023",,,
2364060,,,,"23 Mar, 2023",,,
2364240,,,,"23 Mar, 2023",,,
2364640,,,,"22 Jun, 2023",,,
2364680,,,,"24 Mar, 2023",,,
2364820,,,,"1 Dec, 2023",,,
2364850,,,,"24 Mar, 2023",,,
2365390,,,,"11 Jun, 2023",,,
2365700,,,,"21 Mar, 2023",,,
2365740,,,,"8 Apr, 2023",,,
2366170,,,,"1 Oct, 2024",,,
2366260,,,VR Only,"27 Mar, 2023",,,
2366410,,Photo Editing; Utilities; Game Development,,"12 Apr, 2023",,1950.0,
2366560,,,,"12 Jun, 2024",,,
2367210,,,,"22 Mar, 2023",,,
2367340,,,,"26 Mar, 2023",,,
2367870,,,,"22 Mar, 2023",,,
2368060,,,,"24 Mar, 2023",,,
2368230,,,,"27 Mar, 2023",,,
2368920,,,,"22 Mar, 2023",,,
2368960,,,,"28 Oct, 2023",,,
2369710,,,,"5 May, 2023",,,
2369840,,,,"27 Mar, 2023",,,
2369910,,,,"18 Apr, 2023",,,
2370370,,,,"29 Mar, 2023",,,
2370850,,,,"25 May, 2023",,,
2370960,,,,"15 Feb, 2024",,,
2371640,,,,"24 Mar, 2023",,,
2371830,,,,"27 Mar, 2023",,,
2372160,,,VR Only,"22 Dec, 2023",,,
2372390,,,,"29 Mar, 2023",,,
2372420,,,,"28 Mar, 2023",,,
2372530,,,,"13 Apr, 2023",,,
2373790,,,,"14 Jul, 2023",,,
2374080,,,,"17 Jul, 2025",,,
2374220,,,,"31 May, 2023",,,
2374310,,,,"20 May, 2023",,,
2374470,,,,"12 May, 2023",,,
2375470,,Software Training; Utilities,VR Only,"12 May, 2023",,1179.0,
2376640,,,,"29 Mar, 2023",,,
2377170,,,,"3 Apr, 2023",,,
2377390,,,,"28 Feb, 2024",,,
2377810,,,,"30 Mar, 2023",,,
2377900,,,,"15 May, 2023",,,
2378090,,,,"26 Mar, 2024",,,
2378270,,,,"9 May, 2023",,,
2378650,,,,"24 Apr, 2023",,,
2378740,,,,"5 Apr, 2023",,,
2378830,,,,"5 Apr, 2023",,,
2378920,,,,"15 Jul, 2024",,,
2379040,,,,"31 Mar, 2023",,,
2379510,,,,"25 Apr, 2023",,,
2379540,,,,"31 Mar, 2023",,,
2379860,,,,"6 Apr, 2023",,,
2379900,,,,"4 Sep, 2023",,,
2379920,,,,"31 Mar, 2023",,,
2380480,,,,"7 Oct, 2023",,,
2380750,,,,"30 May, 2023",,,
2380980,,Animation & Modeling,,"30 Jun, 2023",,,
2381370,,,,"28 Dec, 2023",,,
2382500,,,,"5 Apr, 2023",,,
2382950,,,,"5 Apr, 2023",,,
2383560,,,,"3 Mar, 2025",,,
2383590,,,,"25 Oct, 2023",,,
2383840,,,,"13 Apr, 2023",,,
2383950,,,,"7 Apr, 2023",,,
2384080,,,,"2 May, 2023",,,
2384210,,,,"11 Apr, 2023",,,
2384400,,,,"8 Apr, 2023",,,
2384560,,,,"5 Nov, 2023",,,
2385010,,Action; Casual; Indie; RPG; Strategy,Single-player; Steam Achievements; Full controller support,,,,
2385180,,,,"14 Jul, 2023",,,
2385400,,,,"13 Apr, 2023",,,
2385440,,,,"16 Dec, 2023",,,
2385860,,,,"31 May, 2023",,,
2385900,,Animation & Modeling; Design & Illustration; Photo Editing; Software Training; Utilities; Game Development,,"6 Sep, 2023",,589.0,
2386050,,,,"5 Sep, 2024",,,
2386290,,,,"7 Jul, 2023",,,
2386780,,,,"28 Jan, 2024",,,
2387250,,,,"7 Nov, 2023",,,
2387760,,,,"13 Apr, 2023",,,
2388040,,,,"13 Apr, 2023",,,
2388160,,,,"11 Apr, 2023",,,
2388710,,,,"10 Apr, 2023",,,
2389330,,,,"16 May, 2023",,,
2389380,,,,"10 Apr, 2023",,,
2389720,,,,"10 Apr, 2023",,,
2389850,,,,"22 Apr, 2023",,,
2389920,,,,"22 Dec, 2024",,,
2390470,,,,"12 Apr, 2023",,,
2390740,,,,"27 Apr, 2023",,,
2390890,,,,"29 Nov, 2024",,,
2391030,,,,"4 Apr, 2025",,,
2392130,,,,"4 Oct, 2023",,,
2392220,,,,"12 Apr, 2023",,,
2392530,,,,"2 May, 2023",,,
2392550,,Animation & Modeling; Utilities; Video Production,,Coming soon,,,
2393190,,,,"1 May, 2023",,,
2393400,,,,"13 Apr, 2023",,,
2393430,,,,"12 Apr, 2023",,,
2394120,,,,"26 Oct, 2023",,,
2394340,,,VR Only,"19 Apr, 2023",,,
2395280,,,,"2 May, 2023",,,
2395290,,,,"13 Apr, 2023",,,
2395640,,,,"21 Apr, 2023",,,
2395800,,,,"27 Apr, 2023",,,
2396100,,,,,,,
2396360,,,,"17 Apr, 2023",,,
2397270,,,,"26 Apr, 2023",,,
2397350,,,,"21 Apr, 2023",,,
2397540,,,,"17 Apr, 2023",,,
2397610,,,,"18 Apr, 2023",,,
2397860,,,,"4 May, 2023",,,
2397930,,,,"15 Jul, 2023",,,
2398200,,,,"22 Apr, 2023",,,
2399340,,,,"20 Apr, 2023",,,
2399680,,,,"19 Apr, 2023",,,
2399960,,,,"22 May, 2023",,,
2401050,,,,"23 Jan, 2024",,,
2401250,,,,"5 Mar, 2025",,,
2402430,,,,"25 Apr, 2023",,,
2403310,,,,"28 Aug, 2024",,,
2403530,,,,"2 May, 2023",,,
2403840,,,,"24 Apr, 2023",,,
2404250,,,,"25 Apr, 2023",,,
2404380,,,,"23 Feb, 2024",,,
2404410,,,,"19 Jul, 2023",,,
2404750,,,,"28 Apr, 2023",,,
2404840,,,,"6 Oct, 2023",,,
2404930,,,,"25 Apr, 2023",,,
2405590,,,,"15 Jul, 2023",,,
2405850,,,,"29 Apr, 2023",,,
2406410,,,,"15 May, 2023",,,
2406740,,,,"25 Apr, 2023",,,
2406840,,,,"13 Oct, 2023",,,
2406920,,Animation & Modeling,,"17 May, 2023",,499.0,
2407480,,Indie; Audio Production,,"31 May, 2023",,499.0,
2407820,,,,"30 Apr, 2023",,,
2408050,,,Full controller support,"18 Oct, 2024",,,
2408300,,,,"23 Aug, 2024",,,
2408800,,,,"3 May, 2023",,,
2408970,,,,"27 Apr, 2023",,,
2409300,,,,"15 Dec, 2023",,,
2409750,,,,"28 Apr, 2023",,,
2410120,,Action; Adventure,Single-player; Multi-player; Co-op; Online Co-op; Full controller support,"16 May, 2023",,,
2410990,,,,"29 Apr, 2023",,,
2411090,,,,"25 May, 2023",,,
2411160,,,,"28 Apr, 2023",,,
2411490,,,,"21 May, 2023",,,
2411520,,,,"23 Oct, 2023",,,
2411540,,,VR Only,"30 Jun, 2023",,,
2411860,,,,"16 Aug, 2025",,,
2412520,,,,"8 May, 2023",,,
2412670,,,,"6 Jun, 2023",,,
2412890,,,,"19 May, 2023",,,
2412910,,,,"28 Apr, 2023",,,
2413070,,,,"11 May, 2023",,,
2413350,,,,"12 May, 2023",,,
2413380,,,,"21 Nov, 2023",,,
2413460,,,,"28 Jun, 2023",,,
2413870,,,,"18 Sep, 2023",,,
2413990,,,,"15 Oct, 2024",,,
2414030,,,,"5 Oct, 2023",,,
2415040,,,,"3 Sep, 2024",,,
2415570,,,,"4 May, 2023",,,
2415600,,,,"14 May, 2023",,,
2415630,,,,"6 May, 2023",,,
2415740,,,,"3 May, 2023",,,
2415830,,,,"2 May, 2023",,,
2415930,,,,"3 May, 2023",,,
2416110,,,,"6 May, 2023",,,
2416140,,Casual; Indie; Simulation; Animation & Modeling; Design & Illustration; Utilities; Video Production,Steam Workshop; Steam Workshop,"2 Mar, 2024",,199.0,
2416240,,,,"10 May, 2023",,,
2416580,,,,"23 May, 2023",,,
2416690,,,,"4 Jul, 2023",,,
2416820,,,,"3 May, 2023",,,
2416840,,,,"3 May, 2023",,,
2417570,,,,"26 May, 2023",,,
2417640,,,,"19 May, 2023",,,
2418080,,Design & Illustration; Utilities; Game Development,,"8 Jun, 2023",,1479.0,
2418370,,,,"15 May, 2023",,,
2418710,,,,"28 Jun, 2023",,,
2418760,,,,"30 May, 2023",,,
2418920,,,,"6 Aug, 2024",,,
2419320,,,,"17 Jun, 2023",,,
2419540,,,,"5 May, 2023",,,
2419650,,,,"23 May, 2024",,,
2420490,,,VR Supported,"19 Jun, 2023",,,
2420900,,,,"2 May, 2024",,,
2421500,,,,"10 Sep, 2024",,,
2421570,,,VR Only,"8 May, 2023",,,
2421670,,,,"14 May, 2023",,,
2421960,,,,"29 Nov, 2023",,,
2422190,,,,"20 Oct, 2023",,,
2422220,,,,"5 May, 2023",,,
2423250,,,,"7 May, 2023",,,
2423310,,,,"10 May, 2023",,,
2423370,,,,"8 May, 2023",,,
2423890,,,,"8 Aug, 2023",,,
2424080,,,,"28 May, 2023",,,
2424140,,,,"22 Dec, 2023",,,
2424690,,,,"10 May, 2023",,,
2425240,,,,"9 May, 2023",,,
2425430,,,,"14 Sep, 2025",,,
2425550,,,,"12 May, 2023",,,
2425660,,,,"10 May, 2023",,,
2425880,,,,"10 May, 2023",,,
2426470,,,,"16 Apr, 2024",,,
2426850,,,,"10 May, 2023",,,
2427200,,,,"21 Feb, 2024",,,
2427490,,,,"25 May, 2023",,,
2427520,,,Full controller support,"30 Apr, 2025",,,
2427560,,,,"23 Jul, 2023",,,
2428880,,,,"7 Jul, 2023",,,
2429660,,,,"16 Jul, 2024",,,
2429680,,,,"21 Aug, 2023",,,
2429910,,,,"10 Jul, 2023",,,
2430450,,,,"5 Sep, 2023",,,
2430920,,,,"15 May, 2023",,,
2431890,,,,"23 Jun, 2023",,,
2432170,,,,"7 Nov, 2023",,,
2432340,,,,"21 Jun, 2023",,,
2432380,,,,"26 Sep, 2024",,,
2432440,,,,"13 May, 2023",,,
2432890,,,,"21 Jun, 2023",,,
2433100,,,,"13 Jul, 2023",,,
2433270,,,,"17 Jul, 2023",,,
2433350,,,,"30 May, 2023",,,
2433520,,,,"12 Sep, 2024",,,
2433570,,,,"24 May, 2023",,,
2434070,,Indie; Education; Utilities,Steam Cloud,"20 Jul, 2023",,299.0,
2434250,,,VR Only,"22 Aug, 2024",,,
2434260,,Education; Utilities,,"20 Jun, 2023",,,
2434650,,,,"7 Jun, 2024",,,
2434690,,,,"18 May, 2023",,,
2434750,,,,"24 May, 2023",,,
2435130,,,,"1 Sep, 2025",,,
2435150,,,,"16 May, 2023",,,
2435480,,,,"1 Jun, 2023",,,
2435500,,,,"16 May, 2023",,,
2435670,,,,"27 May, 2023",,,
2436300,,,,"18 May, 2023",,,
2437010,,,,"1 Dec, 2023",,,
2437370,,,,"1 Dec, 2023",,,
2437500,,,,"17 May, 2023",,,
2437780,,,,"15 Jan, 2024",,,
2438060,,,,"18 May, 2023",,,
2438590,,Audio Production; Utilities; Game Development,,"23 Jun, 2023",,1950.0,
2439070,,,,"5 Dec, 2023",,,
2439400,,,,"26 May, 2023",,,
2439430,,,,"8 Dec, 2024",,,
2439800,,,VR Only,"5 Feb, 2024",,,
2439900,,,,"26 May, 2023",,,
2439910,,,,"26 May, 2023",,,
2439920,,,,"14 Sep, 2023",,,
2439930,,,,"26 May, 2023",,,
2439940,,,,"26 May, 2023",,,
2440610,,,,"2 Jun, 2023",,,
2440740,,,,"22 Jun, 2023",,,
2440800,,,,"1 Jun, 2023",,,
2441140,,,VR Only,"2 Oct, 2023",,,
2441440,,,,"7 Jun, 2023",,,
2441640,,,,"24 May, 2023",,,
2441830,,,,"25 May, 2023",,,
2442090,,,,"22 Sep, 2023",,,
2442130,,,,"1 Nov, 2023",,,
2442250,,,,"22 May, 2023",,,
2442500,,Utilities,,"13 Oct, 2023",,975.0,
2442740,,,,"30 Jul, 2023",,,
2443460,,,,"23 May, 2023",,,
2443660,,,VR Only,"24 May, 2023",,,
2443670,,,VR Only,"31 May, 2023",,,
2443700,,Animation & Modeling; Design & Illustration; Game Development,,"30 Jun, 2023",,11900.0,
2443950,,,,"5 Jun, 2023",,,
2444330,,,,"24 May, 2023",,,
2444410,,,,"23 May, 2023",,,
2445230,,,,"25 May, 2023",,,
2445320,,,,"17 Nov, 2023",,,
2445950,,,,"8 Apr, 2024",,,
2446140,,,,"9 Aug, 2023",,,
2446490,,,,"23 Oct, 2023",,,
2446580,,,,"25 May, 2023",,,
2447020,,,,"25 May, 2023",,,
2447520,,,,"8 Apr, 2024",,,
2447670,,,,"24 Jul, 2023",,,
2447840,,,,"25 May, 2023",,,
2447870,,,,"12 Jun, 2023",,,
2447950,,,,"3 Jun, 2023",,,
2449070,,,,"25 May, 2023",,,
2449290,,,,"28 Jun, 2024",,,
2449410,,,,"25 May, 2023",,,
2449750,,,,"19 Feb, 2024",,,
2450380,,Casual; Design & Illustration; Utilities,,"7 Nov, 2023",,199.0,
2450420,,,,"21 Dec, 2023",,,
2450680,,,,"30 Oct, 2024",,,
2450830,,,,"10 Apr, 2024",,,
2451170,,,,"9 Aug, 2023",,,
2451740,,,,"6 Dec, 2023",,,
2451870,,,,"29 May, 2023",,,
2452310,,,,"20 Sep, 2023",,,
2452430,,,,"2 Jun, 2023",,,
2452540,,,VR Supported,"31 Jul, 2023",,,
2452700,,,,"27 Aug, 2025",,,
2452830,,,,"6 Apr, 2024",,,
2453270,,,VR Only,"31 May, 2023",,,
2453350,,,,"13 Jul, 2025",,,
2454090,,,,"30 May, 2023",,,
2454180,,,,"7 Jun, 2023",,,
2454400,,,,"9 Aug, 2023",,,
2454490,,,,"1 Jun, 2023",,,
2454640,,,,"10 Sep, 2024",,,
2454930,,,,"14 Apr, 2025",,,
2455210,,,,"5 Jun, 2023",,,
2455250,,,,"8 Jun, 2023",,,
2455320,,,,"29 Jul, 2023",,,
